"name","url","description","platform","location"
"City of Kitchener","http://data.kitchenergis.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Canada"
"dataNOVA par Le Groupe La Poste","https://datanova.laposte.fr",,"OpenDataSoft","France"
"Données ouvertes de la ville de Montréal(démonstration)","http://metropole.esriquebec.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Canada"
"Municipalityof East Hants Open Data","http://data.easthants.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Canada"
"North Frontenac","http://data.nftwp.opendata.arcgis.com/",,"ArcGIS Open Data","Canada"
"Regional Districtof Central Okanagan","http://rdcodatadownload.rdco.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Canada"
"Lynchburg, Va Gis Data","http://data.cityoflynchburg.opendata.arcgis.com/",,"ArcGIS Open Data","United States"
"Open Data Portal","http://data.columbus.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Open GIS Data","http://gisdata.csjdotgis.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Oregon Cascades West: Stateofthe Region Data Portal","http://sor.cascadeswest.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Our City Open Data Site","http://ods.ourcityc.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Sample Site","http://sample.brooklynpark.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Westbank First Nation-GIS Data Download","http://wfn.rdco.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Canada"
"CACFPSFSP","http://data.cacfp-sfsp.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Open Charlotte: City of Charlotte Open Data Portal","http://clt.charlotte.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"City of Norwalk CT","http://data.norwalk.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Washoe County,Nevada","http://data.washoe.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"WI Departmentof Administration","http://data.wi-doa.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Wisconsin Emergency Management","http://data.wem.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Suomenavoimenpaikkatiedonsivusto","http://suomi1.esrifinland.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Finland"
"SIT Comunedi Bergamoprove Open Data","http://data1.bergamo.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Italy"
"Cobb County,Georgia","http://data.cobbcountyga.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Colorado Open Data","http://coloradodata.statesales.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Gobierno Local Datos Abiertos","http://datos.gobloc.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Costa Rica"
"Municipalidadde Belén","http://data.munibelen.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Costa Rica"
"Portal Open Data Ayto Madrid","http://portal.madrid.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Spain"
"Carver County, Mn","http://data.carver.opendata.arcgis.com",,"ArcGIS Open Data","United States"
"Center City District-Open Data Portal","http://ccdopendataportal.ccdphila.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Hartford","http://openharfordct.hartfordgis.opendata.arcgis.com/",,"ArcGIS Open Data","United States"
"LASanitation","http://opendata.labos.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"ГИСиПЗФ","http://hub.geolab.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Ukraine"
"SERVIR","http://servir.usf-gsal.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Thailand"
"Green Tn T.org","http://data.envmaptt.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Venezuela"
"Townof Mooresville,NC Open Data","http://town.mooresvillenc.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"City of Centennial,Colorado","http://data.centennial.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Chesterbrook Open Data","http://data1.countysandbox.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Charlotte, Nc Open Data","http://clt.charlotte.opendata.arcgis.com",,"ArcGIS Open Data","United States"
"Disaster Responsetothe South Carolina Flooding","http://scflooding.fema.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Madison County,Virginia","http://gis.madisonva.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Montana Fish,Wildlife& Parks","http://data.mtfwp.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Officeof Spatial Analysisand Visualization","http://osav.usdot.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"SARO_ Open_ Data","http://saroopendata.saro.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Shasta Spatial Open Data","http://data.shastaspatial.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"South Suburbian Mayors & Managers Association","http://ssmmaopendata.ssmma-gis.opendata.arcgis.com/",,"ArcGIS Open Data","United States"
"Sussex County Delaware","http://gis.sussexcounty.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Tennessee Aquarium Conservation Institute","http://conservation.tnaci.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"The Wilderness Society","http://data.wilderness.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Delaware County Indiana Open Data-Copy","http://getdata-1.delcogis.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"EISTAJ'ssite","http://data.aj-eist.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"ESRI Support Services","http://data3.ess.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Friendsofthe Lower Olentangy Watershed","http://data.olentangy.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Govt Open Data","http://data.govtgis.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Interwest Arc GIS Online","http://data.interwestgis.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"NW Portal","http://data.nwdataportal.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Ohio Valley Regional Development Commission","http://test.ovrdc.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Oklahoma Departmentof Transportation","http://gisdata.okdot.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"District Of Peachland","http://peachland.rdco.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Canada"
"Ward County Open Data","http://gis.wardnd.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Countyof Riverside Open Data","http://data.countyofriverside.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Portal Geográfico Nacional","http://data.pgn-icde.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Colombia"
"Concellode Lugo","http://concellolugo.esrism.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Spain"
"Associationof Washington Cities","http://yourcitysnapshot.awcnet.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Associationof Washington Cities","http://featureddatastories.awcnet.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Chula Vista GIS","http://chulavista.cvgis.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"City of Atlanta DPCDGIS Data","http://data.coaplan.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"City of Detroit","http://data.detroitmi.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"City of Redlands Open Data","http://cityofredlandsopendata.coredlands.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Clayton County","http://opendata.cccd-gis.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Metro Omaha Natural Resources Inventory","http://nri.dogis.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Montgomery County GIS Open Data,MD-Copy","http://data.mcgov-gis.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Pierce County WAOpen Geo Spatial Data Portal","http://gisdata.piercecowa.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Santa Cruz County,California GIS","http://data.sccgis.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"SFWMDEGDL","http://egdl.k-gis.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Townof Brookline OLD","http://data2.brookline.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"In Dnr Spatial Data Portal","http://data.indnr.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Irwin Open Data Development","http://data1.craigmorgan.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Kentucky","http://kygovmaps.kygeonet.opendata.arcgis.com/",,"ArcGIS Open Data","United States"
"Kentucky Open GIS Data","http://kygovmaps.kygeonet.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Kittitas County GIS","http://data.kitcogis.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Campbell County,Virginia","http://data.campbellva.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"City of Ann Arborand Washtenaw County Open Data Catalog(Beta)","http://a2washcoodc.a2-mi.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"City of Lynchburg Open Data","http://data.cityoflynchburg.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"City of Marion","http://data.marion.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"City of O'Fallon,Illinois Public Map Data","http://publicmapdata.ofallon.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Washington's GIS Open Data Site","http://washingtonopendata.wa-geoservices.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Open Data-Région Centre-Valde Loire","http://sig.crcentre.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","France"
"Homeland Infrastructure Foundation-Level Data (HIFLD)","https://hifld-dhs-gii.opendata.arcgis.com/","This site provides National foundation-level geospatial data within the open public domain that can be useful to support community preparedness, resiliency, research, and more. The data is available for download as CSV, KML, Shapefile, and accessible via web services to support application development and data visualization.","ArcGIS Open Data","United States"
"Historic Data","http://historic.cabarrus.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Patrimonial Documentation","http://datanl.agdp.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Belgium"
"Patrimonial Documentation","http://datafr.agdp.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Belgium"
"Cape York NRMATLAS","http://atlas.cynrm.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Australia"
"むろらんオープンデータライブラリ-コピー","http://library.muroran.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Japan"
"Carver County,MN Open Data Portal","http://data.carver.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"City of Houston GIS Open Data","http://cohgis.mycity.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"City of New Orleans Open Data Portal","http://portal.nolagis.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Emergency Services Telecommunications Authority","http://data.esta000.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Australia"
"Metropolitan Planning Authority","http://data.planvic.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Australia"
"West-Vlaamse Intercommunale WVI","http://data.wvigis.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Belgium"
"Halifax Open Data Catalogue","http://catalogue.hrm.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Canada"
"Regional Ecological Data Collection Project","http://redcp.matawa.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Canada"
"cqhela","http://data.cqhela.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","China"
"KQGIS","http://data.kqgis.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","China"
"Porirua City Council","http://gisdata.pcc.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Croatia"
"City of Kennewick","http://gis.kennewick.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"City of Lebanon","http://data.lebanon.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"City of Morganton GIS-Open Data","http://od.morganton.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"City of Yuma,Arizona","http://data.cityofyumaazgis.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Countyof Santa Clara","http://prod.sccgov.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Data Driven Detroit","http://d3.d3.opendata.arcgis.com",,"ArcGIS Open Data","United States"
"Esri Philadelphia Regional Organization","http://data.epro.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Dadesobertes Manlleu","http://dadesobertes.situam.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Spain"
"Smart Cities","http://data2.esrism.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Spain"
"City of Cupertino","http://gis.cupertino.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"City of Springfield,Missouri","http://gisdata.cosmo.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"GIS Day","http://gisday2015.alcogis.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Data Adgangfor IG Support","http://dataadgang.informi-support.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Denmark"
"Søfartsstyrelsen Open Data","http://data.sofartdk.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Denmark"
"New Jersey Search& Rescue","http://newjerseysearchrescue.njsar.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Penn DOT Open Data","http://data.pennshare.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Pinal County Maps-Open Data","http://data.pinal.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Tacoma Open Data","http://data.tacoma.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Talgov New Design","http://talgovnew.tlcgis.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Esri Portland R&D Center Open Data","http://opendata.esri23.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Hampstead Vol. Fire Company","http://geodata.hampsteadvfc.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Idaho Departmentof Water Resources","http://data.idwr.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Isolated Organization","http://dataexport.ess-ioo.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Mobile District","http://mobiledistrict.cesamusace.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Esri EA","http://esrieats.gspace.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Kenya"
"IGM Bolivia","http://igm.geosystems.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Bolivia"
"MTTALIFT","http://lift.mtta.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Canada"
"Ky Gov Maps","http://kydata.kygeonet.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Miami-Dade County","http://gis.mdc.opendata.arcgis.com/",,"ArcGIS Open Data","United States"
"NCIGIS Portal: Open Data","http://gis.nci.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"North Jersey Transportation Planning Authority","http://data.njtpa.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Open Source GIS","http://public.colletoncounty.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Oregon Metro Open Data","http://data.drcmetro.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"SEMCOG(Southeast Michigan Councilof Governments)Open Data","http://maps.semcog.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Sonoma County Open Data","http://sonomacountyopendata.sonomamap.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"St. Croix County,WI","http://sccgis.scccdd.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Suffolk County GIS","http://data.suffolkgis.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Suwannee River Water Management District Open Data Portal","http://data.srwmd.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Irwin Dev","http://data.craigmorgan.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Iowa Departmentof Transportation-Open Data Portal","http://public.iowadot.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Police Foundation","http://data.pf.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Rapids Open Data","http://data.wisconsinrapids.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"UCANR Open Data","http://ucanropendata.ucanr.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Loudoun GIS Open Data","http://data.loudoungis.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"MAPS","http://maps.shoreline.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Oklahoma State Historic Preservation Office","http://data.okshpo.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Open Raleigh GIS Data","http://data.ral.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Miljøog Energiforvaltning","http://data.aakmef.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Denmark"
"Mi Ciudad","http://mciudad.esrism.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Spain"
"ESRIジャパンストーリーマップコレクション","http://ej-sightseeing.ej.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Japan"
"Demo INE","http://demoine.esrism.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Spain"
"Helsinginseudunliikenne(HSL)","http://data.hslhrt.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Finland"
"Arizona Departmentof Water Resources","http://gisdata.azwater.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"City of Anaheim","http://data.anaheim.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Colorado Departmentof Public Healthand Environment","http://data.cdphe.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Esri Open Health Data Demonstration","http://modelhealthorg.healthgis.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Esri National Government Open Data","http://open.esrifederal.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Georgia Open Data","http://data.georgiagio.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"City of Pittsburgh GIS Data","http://pghgis.pittsburghpa.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"City of Perrysburg Open Data","http://data.pburg.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Louisville Metro Departmentof Information Technology","http://mts.metrotech.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"New Hanover County,NC","http://data.nhcgov.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Open Data ZVBN","http://opendata.zvbn.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Germany"
"Esri Dubai Office","http://esridubaioffice.esridubaioffice.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Saudi Arabia"
"City of Hobart","http://data-1.hobartcc.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Australia"
"Opendata-Villede Shawinigan","http://donnees.shawinigan.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Canada"
"Randolph County,NC","http://data.randolphconc.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Story County Open GIS Data Portal","http://openstoryco.storycogis.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Groep Antwerpen","http://data.antwerpen.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Belgium"
"Manningham City Council","http://city.manningham.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Australia"
"Documento Patrimônio Cultural","http://data.documento.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Brazil"
"CRB Open Data","http://crb.capitalregion.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Canada"
"Geo BC","http://publicdata.bcgov03.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Canada"
"Open City","http://opencity.ourcity.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Canada"
"Ada County Highway District","http://maps.achd.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Arc GI Sfor Parksand Gardens","http://data.parksandgardens.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Bedford County,VA","http://data.bedfordvagis.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Banner Associates Public Access","http://data.bannerassociates.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"OC Public Works","http://oc.ocpw.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Halifax","http://catalogue.hrm.opendata.arcgis.com/",,"ArcGIS Open Data","Canada"
"County Of Grande Prairie","http://data.cogp.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Canada"
"Open Data Share","http://data.gis-sigmiramichi.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Canada"
"Your Ville","http://data1.esric-busdev.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Canada"
"Chatham-kent, On","http://chathamkentopendata.chatham-kent.opendata.arcgis.com/",,"ArcGIS Open Data","Canada"
"天地图 Open Data计划","http://tdt.china.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","China"
"esrish","http://opendata.esrichina-sh.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","China"
"Alachua County Property Appraiser GIS","http://data.acpa.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Telecomunicaciones La Paz","http://open.geosystems-telco.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Bolivia"
"Scottish Natural Heritage","http://data.snh.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Benin"
"ESRI Bulgaria","http://data3.esribulgaria.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Bulgaria"
"National Instituteof Cultureand History","http://nich.tbsldemo.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Belize"
"City of Waterloo Open Data","http://opendata.city-of-waterloo.opendata.arcgis.com/","Arcgis OpenData Portal","ArcGIS Open Data","Canada"
"PWGSC-Geomatics Open Data","http://nca.pwgsc-geomatics.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Canada"
"Hawke's Bay Open Data","http://hawkesbayopen.hbrcwebmaponline.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Bosnia and Herzegovina"
"Melbourne Water Open Data Portal","http://data.melbournewater.opendata.arcgis.com","Melbourne Water Open Data Portal","ArcGIS Open Data","Australia"
"City of Fredericton","http://catalogue.fredericton.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Canada"
"North Central Texas Council of Governments","http://data.nctcoggis.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Open Data Portal","http://data.nevcounty.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Vic Roads Open Data","http://vicroadsopendata.vicroadsmaps.opendata.arcgis.com","This site provides an easy way to find and access a wealth of road and transport related data. We want you to explore and download the data, and use it to build cool apps and tools that make travel easier and safer for all Victorians.","ArcGIS Open Data","Australia"
"Logan City Council Data","http://data.logancity.opendata.arcgis.com/","Logan City Council open data","ArcGIS Open Data","Australia"
"Scottish Government","http://scottishgovernment.bureau.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Benin"
"Mittenwalde Open Data","http://stadt.mittenwalde.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Germany"
"City of Santa Ana Open Data","http://opendata.santa-ana.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"City of Sherman,Texas","http://data1.cityofsherman.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Alamo Area MPO","http://aampo.mpo.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Ordnance Survey Ireland","http://data.osi.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Ireland"
"Evansville& Vanderburgh County GIS Data","http://gisdata.evvc.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"City of Clearwater Open Data","http://clearwaterconnect.cityofclearwater.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"City of Phoenix","http://maps.phoenix.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Geospatial Data Catalogue","http://actmapi.actgov.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","Australia"
"Bexar County, Tx - Gis Open Data","http://gis.bexar.opendata.arcgis.com/",,"ArcGIS Open Data","United States"
"City Of Andover,KS","http://data.andoverks.opendata.arcgis.com","Arcgis OpenData Portal","ArcGIS Open Data","United States"
"Public-us","https://public-us.opendatasoft.com",,"OpenDataSoft","Globe"
"OPENDATACORSICA","https://data.corse.fr",,"OpenDataSoft","Corsica, France"
"OpenDataHG","https://data.haute-garonne.fr",,"OpenDataSoft","Haute-Garonne, France"
"Transparência","https://transparencia.sns.gov.pt",,"OpenDataSoft","Portugal"
"Saemes OpenData","https://opendata.saemes.fr",,"OpenDataSoft","France"
"Cschoenfeld","https://cschoenfeld.opendatasoft.com",,"OpenDataSoft","Schonfeld, Germany"
"Plateforme open data de la Région Île-de-France","https://data.iledefrance.fr",,"OpenDataSoft","France"
